Python38, chameleon, -1,0.142639160156250000, 0.025085449218750000,  ,  , 8, 51.5, 0
Python38, chameleon, -1,0.152770996093750000, 0.026550292968750000,  ,  , 9, 51.5, 3
Python38, chameleon, -1,0.097412109375000000, 0.043823242187500000,  ,  , 4, 51.5, 3
Python38, chameleon, -1,0.171508789062500000, 0.032470703125000000,  ,  , 9, 51.5, 3
Python38, chameleon, -1,0.140197753906250000, 0.025695800781250000,  ,  , 9, 51.5, 3
Python38, chameleon, -1,0.144348144531250000, 0.023986816406250000,  ,  , 9, 51.5, 3
Python38, chameleon, -1,0.154479980468750000, 0.025878906250000000,  ,  , 8, 50.8, 3
Python38, chameleon, -1,0.116516113281250000, 0.035949707031250000,  ,  , 5, 50.8, 3
Python38, chameleon, -1,0.149291992187500000, 0.027099609375000000,  ,  , 8, 50.8, 3
Python38, chameleon, -1,0.151367187500000000, 0.025939941406250000,  ,  , 9, 50.8, 3
Python38, docutils, -1, error, error, error, error, error, error, error
Python38, html5lib, -1,0.119567871093750000, 0.051940917968750000,  ,  , 4, 53.0, 0
Python38, html5lib, -1,0.119445800781250000, 0.100097656250000000,  ,  , 2, 53.0, 3
Python38, html5lib, -1,0.170471191406250000, 0.039001464843750000,  ,  , 9, 53.0, 3
Python38, html5lib, -1,0.092041015625000000, 0.021423339843750000,  ,  , 4, 53.0, 3
Python38, html5lib, -1,0.163879394531250000, 0.032287597656250000,  ,  , 9, 53.0, 3
Python38, html5lib, -1,0.110900878906250000, 0.028320312500000000,  ,  , 6, 53.0, 3
Python38, html5lib, -1,0.114868164062500000, 0.053649902343750000,  ,  , 4, 53.0, 3
Python38, html5lib, -1,0.165405273437500000, 0.037963867187500000,  ,  , 9, 52.5, 3
Python38, html5lib, -1,0.159118652343750000, 0.037109375000000000,  ,  , 9, 52.5, 3
Python38, html5lib, -1,0.135192871093750000, 0.056823730468750000,  ,  , 2, 52.5, 3
Python38, 2to3, -1,0.161376953125000000, 0.036193847656250000,  ,  , 9, 53.7, 0
Python38, 2to3, -1,0.168029785156250000, 0.084045410156250000,  ,  , 5, 53.7, 3
Python38, 2to3, -1,0.208129882812500000, 0.045654296875000000,  ,  , 10, 53.7, 3
Python38, 2to3, -1,0.165649414062500000, 0.036560058593750000,  ,  , 9, 53.7, 3
Python38, 2to3, -1,0.113342285156250000, 0.039428710937500000,  ,  , 5, 46.8, 3
Python38, 2to3, -1,0.157104492187500000, 0.038696289062500000,  ,  , 10, 47.8, 3
Python38, 2to3, -1,0.138122558593750000, 0.033203125000000000,  ,  , 6, 47.8, 3
Python38, 2to3, -1,0.093017578125000000, 0.040283203125000000,  ,  , 3, 47.8, 3
Python38, 2to3, -1,0.149780273437500000, 0.024902343750000000,  ,  , 9, 47.8, 3
Python38, 2to3, -1,0.164855957031250000, 0.023559570312500000,  ,  , 9, 47.8, 3
Python38, chameleon, -1,0.140869140625000000, 0.025817871093750000,  ,  , 8, 48.5, 0
Python38, chameleon, -1,0.150268554687500000, 0.032287597656250000,  ,  , 8, 48.5, 3
Python38, chameleon, -1,0.108337402343750000, 0.035522460937500000,  ,  , 4, 48.5, 3
Python38, chameleon, -1,0.144958496093750000, 0.029724121093750000,  ,  , 8, 48.5, 3
Python38, chameleon, -1,0.177917480468750000, 0.036987304687500000,  ,  , 9, 48.5, 3
Python38, chameleon, -1,0.153442382812500000, 0.031738281250000000,  ,  , 9, 48.5, 3
Python38, chameleon, -1,0.140869140625000000, 0.022827148437500000,  ,  , 8, 48.5, 3
Python38, chameleon, -1,0.133911132812500000, 0.034606933593750000,  ,  , 6, 48.2, 3
Python38, chameleon, -1,0.169982910156250000, 0.036254882812500000,  ,  , 9, 48.2, 3
Python38, chameleon, -1,0.190368652343750000, 0.038879394531250000,  ,  , 10, 48.2, 3
Python38, docutils, -1, error, error, error, error, error, error, error
Python38, html5lib, -1,0.156616210937500000, 0.032104492187500000,  ,  , 9, 49.5, 0
Python38, html5lib, -1,0.084899902343750000, 0.031860351562500000,  ,  , 3, 49.5, 3
Python38, html5lib, -1,0.181152343750000000, 0.038146972656250000,  ,  , 9, 49.5, 3
Python38, html5lib, -1,0.139831542968750000, 0.030090332031250000,  ,  , 9, 49.5, 3
Python38, html5lib, -1,0.137268066406250000, 0.025024414062500000,  ,  , 8, 49.5, 3
Python38, html5lib, -1,0.153076171875000000, 0.030151367187500000,  ,  , 9, 49.5, 3
Python38, html5lib, -1,0.104797363281250000, 0.040527343750000000,  ,  , 4, 49.5, 3
Python38, html5lib, -1,0.151733398437500000, 0.024719238281250000,  ,  , 8, 49.3, 3
Python38, html5lib, -1,0.114074707031250000, 0.042663574218750000,  ,  , 6, 49.3, 3
Python38, html5lib, -1,0.146423339843750000, 0.021667480468750000,  ,  , 8, 49.3, 3
Python38, 2to3, -1,0.143920898437500000, 0.028442382812500000,  ,  , 8, 50.2, 0
Python38, 2to3, -1,0.144165039062500000, 0.027404785156250000,  ,  , 9, 50.2, 3
Python38, 2to3, -1,0.126464843750000000, 0.024353027343750000,  ,  , 8, 50.2, 3
Python38, 2to3, -1,0.147460937500000000, 0.085510253906250000,  ,  , 2, 50.2, 3
Python38, 2to3, -1,0.141479492187500000, 0.025207519531250000,  ,  , 9, 50.2, 3
Python38, 2to3, -1,0.145629882812500000, 0.023315429687500000,  ,  , 8, 50.2, 3
Python38, 2to3, -1,0.142333984375000000, 0.042419433593750000,  ,  , 7, -1.0, 3
Python38, 2to3, -1,0.152832031250000000, 0.032897949218750000,  ,  , 9, 46.5, 3
