Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Rust, 100door, 4,0.054626464843750000, 0.028381347656250000,  ,  , 11, 28.1, 2048
Rust, 100door, 4,0.044677734375000000, 0.028686523437500000,  ,  , 10, 28.1, 1920
Rust, 100door, 4,0.049926757812500000, 0.026000976562500000,  ,  , 10, 28.1, 2048
Rust, 100door, 4,0.043090820312500000, 0.026062011718750000,  ,  , 10, 28.1, 2048
Rust, 100door, 4,0.043945312500000000, 0.026977539062500000,  ,  , 10, 28.1, 2048
Rust, 100door, 4,0.044189453125000000, 0.027832031250000000,  ,  , 10, 28.1, 2048
Rust, 100door, 4,0.045227050781250000, 0.027770996093750000,  ,  , 11, 28.1, 2048
Rust, 100door, 4,0.043212890625000000, 0.027404785156250000,  ,  , 10, 28.1, 2048
Rust, 100door, 4,0.046875000000000000, 0.028320312500000000,  ,  , 10, 28.1, 2048
Rust, 100door, 4,0.045593261718750000, 0.029113769531250000,  ,  , 10, 28.1, 2048
Rust, Ackermann, 4,0.046569824218750000, 0.024536132812500000,  ,  , 10, 28.2, 2048
Rust, Ackermann, 4,0.047668457031250000, 0.025939941406250000,  ,  , 10, 28.2, 2048
Rust, Ackermann, 4,0.046813964843750000, 0.029174804687500000,  ,  , 11, 28.2, 2048
Rust, Ackermann, 4,0.042785644531250000, 0.025695800781250000,  ,  , 10, 28.2, 2048
Rust, Ackermann, 4,0.040405273437500000, 0.024841308593750000,  ,  , 10, 28.2, 2048
Rust, Ackermann, 4,0.040954589843750000, 0.025512695312500000,  ,  , 10, 28.2, 2048
Rust, Ackermann, 4,0.041076660156250000, 0.025329589843750000,  ,  , 10, 28.2, 2048
Rust, Ackermann, 4,0.043701171875000000, 0.026184082031250000,  ,  , 10, 28.2, 2048
Rust, Ackermann, 4,0.043090820312500000, 0.026245117187500000,  ,  , 10, 28.2, 2048
Rust, Ackermann, 4,0.041198730468750000, 0.025146484375000000,  ,  , 10, 28.2, 2048
Rust, fibonacci, 4,0.050048828125000000, 0.025878906250000000,  ,  , 10, 28.0, 2048
Rust, fibonacci, 4,0.044860839843750000, 0.028137207031250000,  ,  , 10, 28.0, 2048
Rust, fibonacci, 4,0.044555664062500000, 0.028137207031250000,  ,  , 10, 28.0, 2048
Rust, fibonacci, 4,0.038146972656250000, 0.023498535156250000,  ,  , 10, 28.0, 2048
Rust, fibonacci, 4,0.045349121093750000, 0.028259277343750000,  ,  , 10, 28.0, 2048
Rust, fibonacci, 4,0.048706054687500000, 0.025939941406250000,  ,  , 10, 28.0, 2048
Rust, fibonacci, 4,0.038696289062500000, 0.023681640625000000,  ,  , 9, 28.0, 2048
Rust, fibonacci, 4,0.039123535156250000, 0.023742675781250000,  ,  , 10, 28.0, 2048
Rust, fibonacci, 4,0.042175292968750000, 0.026245117187500000,  ,  , 9, 28.0, 2048
Rust, fibonacci, 4,0.044677734375000000, 0.026916503906250000,  ,  , 10, 28.0, 2048
Rust, hailstone, 4,1.047180175781250000, 0.624572753906250000,  ,  , 525, 28.8, 2176
Rust, hailstone, 4,1.058776855468750000, 0.629943847656250000,  ,  , 527, 28.1, 2176
Rust, hailstone, 4,1.109741210937500000, 0.621520996093750000,  ,  , 523, 28.1, 2176
Rust, hailstone, 4,1.044738769531250000, 0.627929687500000000,  ,  , 536, 28.6, 2176
Rust, hailstone, 4,1.050903320312500000, 0.641174316406250000,  ,  , 534, 28.6, 2176
Rust, hailstone, 4,1.078552246093750000, 0.637512207031250000,  ,  , 534, 28.2, 2176
Rust, hailstone, 4,1.147460937500000000, 0.632934570312500000,  ,  , 529, 28.2, 2176
Rust, hailstone, 4,1.111877441406250000, 0.626831054687500000,  ,  , 525, 28.2, 2176
Rust, hailstone, 4,1.077575683593750000, 0.630004882812500000,  ,  , 535, 28.2, 2176
Rust, hailstone, 4,1.080505371093750000, 0.628540039062500000,  ,  , 531, 28.8, 2176
Rust, mergeSort, 4,0.053100585937500000, 0.027832031250000000,  ,  , 10, 28.5, 2048
Rust, mergeSort, 4,0.045959472656250000, 0.028137207031250000,  ,  , 11, 28.5, 2048
Rust, mergeSort, 4,0.046020507812500000, 0.028381347656250000,  ,  , 11, 28.5, 2048
Rust, mergeSort, 4,0.053405761718750000, 0.027770996093750000,  ,  , 10, 28.5, 2048
Rust, mergeSort, 4,0.051757812500000000, 0.027160644531250000,  ,  , 10, 28.5, 2176
Rust, mergeSort, 4,0.043151855468750000, 0.026855468750000000,  ,  , 10, 28.5, 2048
